站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称
西乡,BV10249968,xi xiang,113.863048,22.575149,1号线/罗宝线,深圳
固戍,BV10242458,gu shu,113.846792,22.601363,1号线/罗宝线,深圳
后瑞,BV10244581,hou rui,113.835449,22.628835,1号线/罗宝线,深圳
机场东,BV10249071,ji chang dong,113.822634,22.647001,1号线/罗宝线,深圳
赤湾,BV10249984,ChiWan,113.897525,22.479227,2号线(8号线),深圳
蛇口港,BV10249985,SheKouGang,113.912331,22.476626,2号线(8号线),深圳
海上世界,BV10244034,HaiShang ShiJie,113.915111,22.485101,2号线(8号线),深圳
水湾,BV10249986,ShuiWan,113.919686,22.488389,2号线(8号线),深圳
东角头,BV10244079,DongJiaoTou,113.931149,22.486325,2号线(8号线),深圳
湾厦,BV10249987,WanXia,113.938604,22.493353,2号线(8号线),深圳
海月,BV10249988,HaiYue,113.937715,22.500409,2号线(8号线),深圳
登良,BV10249989,DengLiang,113.937602,22.509146,2号线(8号线),深圳
后海,BV10249990,HouHai,113.942498,22.518422,2号线(8号线),深圳
科苑,BV10249991,KeYuan,113.946195,22.527019,2号线(8号线),深圳
红树湾,BV10249992,HongShuWan,113.968432,22.525142,2号线(8号线),深圳
世界之窗,BV10242356,ShiJie ZhiChuang,113.974216,22.536900,2号线(8号线),深圳
侨城北,BV10249993,Qiao ChengBei,113.989148,22.543992,2号线(8号线),深圳
深康,BV10249994,ShenKang,113.998846,22.546456,2号线(8号线),深圳
安托山,BV10249904,AnTuoShan,114.006236,22.548785,2号线(8号线),深圳
侨香,BV10249995,QiaoXiang,114.014378,22.549784,2号线(8号线),深圳
香蜜,BV10249996,XiangMi,114.023851,22.552772,2号线(8号线),深圳
香梅北,BV10243787,Xiang MeiBei,114.032716,22.553860,2号线(8号线),深圳
景田,BV10249926,JingTian,114.043343,22.553419,2号线(8号线),深圳
莲花西,BV10249997,LianHua Xi,114.050034,22.546668,2号线(8号线),深圳
福田,BV10249929,FuTian,114.052879,22.540087,2号线(8号线),深圳
市民中心,BV10243488,ShiMin ZhongXin,114.061192,22.541744,2号线(8号线),深圳
岗厦北,BV10249998,Gang ShaBei,114.068982,22.540858,2号线(8号线),深圳
华强北,BV10243650,HuaQiang Bei,114.085413,22.544441,2号线(8号线),深圳
燕南,BV10249999,YanNan,114.092561,22.544541,2号线(8号线),深圳
大剧院,BV10246013,DaJuYuan,114.107811,22.541800,2号线(8号线),深圳
湖贝,BV10250000,HuBei,114.125437,22.544287,2号线(8号线),深圳
黄贝岭,BV10243876,HuangBeiLing,114.136332,22.546095,2号线(8号线),深圳
新秀,BV10249914,XinXiu,114.148765,22.547688,2号线(8号线),深圳
莲塘口岸,BV10677095,LianTang KouAn,114.155585,22.553524,2号线(8号线),深圳
仙湖路,BV10677096,XianHu Lu,114.166405,22.564065,2号线(8号线),深圳
莲塘,BV10242475,LianTang,114.174291,22.564118,2号线(8号线),深圳
梧桐山南,BV10684317,WuTong ShanNan,114.183207,22.557850,2号线(8号线),深圳
沙头角,BV10249915,ShaTouJiao,114.223195,22.554232,2号线(8号线),深圳
海山,BV10244749,HaiShan,114.237711,22.555537,2号线(8号线),深圳
盐田港西,BV10249916,YanTian GangXi,114.246899,22.562536,2号线(8号线),深圳
深外高中,BV10684318,ShenWai GaoZhong,114.244559,22.584031,2号线(8号线),深圳
盐田路,BV10684315,YanTian Lu,114.256321,22.589721,2号线(8号线),深圳
福保,BV10793836,FuBao,114.055586,22.507884,3号线/龙岗线,深圳
益田,BV10249967,yi tian,114.050987,22.516287,3号线/龙岗线,深圳
石厦,BV10243850,shi sha,114.053616,22.523708,3号线/龙岗线,深圳
购物公园,BV10248569,gou wu gong yuan,114.054581,22.534655,3号线/龙岗线,深圳
福田,BV10249929,FuTian,114.052879,22.540087,3号线/龙岗线,深圳
少年宫,BV10243648,shao nian gong,114.060170,22.548627,3号线/龙岗线,深圳
莲花村,BV10249966,LianHuaCun,114.067829,22.548646,3号线/龙岗线,深圳
华新,BV10249910,hua xin,114.086654,22.548981,3号线/龙岗线,深圳
通新岭,BV10249965,TongXinLing,114.096273,22.549126,3号线/龙岗线,深圳
红岭,BV10249921,hong ling,114.104584,22.548380,3号线/龙岗线,深圳
老街,BV10249964,lao jie,114.116939,22.544232,3号线/龙岗线,深圳
晒布,BV10249963,shai bu,114.122664,22.549238,3号线/龙岗线,深圳
翠竹,BV10249962,cui zhu,114.129883,22.556188,3号线/龙岗线,深圳
田贝,BV10246144,tian bei,114.130052,22.567280,3号线/龙岗线,深圳
水贝,BV10246345,shui bei,114.124974,22.573988,3号线/龙岗线,深圳
草埔,BV10243477,cao pu,114.116500,22.584447,3号线/龙岗线,深圳
布吉,BV10249935,bu ji,114.121571,22.601765,3号线/龙岗线,深圳
木棉湾,BV10249961,mu mian wan,114.130293,22.606997,3号线/龙岗线,深圳
大芬,BV10249960,da fen,114.138364,22.614191,3号线/龙岗线,深圳
丹竹头,BV10249959,dan zhu tou,114.148054,22.619752,3号线/龙岗线,深圳
六约,BV10249958,liu yue,114.180646,22.634322,3号线/龙岗线,深圳
塘坑,BV10249957,tang keng,114.192725,22.639179,3号线/龙岗线,深圳
横岗,BV10249956,heng gang,114.208994,22.648442,3号线/龙岗线,深圳
永湖,BV10249955,yong hu,114.218042,22.658995,3号线/龙岗线,深圳
荷坳,BV10249954,he ao,114.224310,22.673079,3号线/龙岗线,深圳
大运,BV10249953,da yun,114.228163,22.685720,3号线/龙岗线,深圳
爱联,BV10249952,ai lian,114.234423,22.697495,3号线/龙岗线,深圳
吉祥,BV10249951,ji xiang,114.244318,22.709488,3号线/龙岗线,深圳
龙城广场,BV10243745,long cheng guang chang,114.254592,22.716915,3号线/龙岗线,深圳
南联,BV10249950,nan lian,114.265531,22.721967,3号线/龙岗线,深圳
双龙,BV10249875,shuang long,114.277422,22.728806,3号线/龙岗线,深圳
福田口岸,BV10243512,FuTian KouAn,114.067321,22.516887,4号线/龙华线,深圳
福民,BV10249907,FuMin,114.065915,22.523226,4号线/龙华线,深圳
会展中心,BV10243493,hui zhan zhong xin,114.061101,22.534769,4号线/龙华线,深圳
市民中心,BV10243488,ShiMin ZhongXin,114.061192,22.541744,4号线/龙华线,深圳
少年宫,BV10243648,shao nian gong,114.060170,22.548627,4号线/龙华线,深圳
莲花北,BV10245550,lian hua bei,114.059402,22.560538,4号线/龙华线,深圳
上梅林,BV10243815,shang mei lin,114.059440,22.570462,4号线/龙华线,深圳
民乐,BV10249983,min le,114.048809,22.594144,4号线/龙华线,深圳
白石龙,BV10249982,BaiShiLong,114.042431,22.601505,4号线/龙华线,深圳
深圳北站,BV10244305,ShenZhen BeiZhan,114.030298,22.610496,4号线/龙华线,深圳
红山,BV10249884,HongShan,114.023465,22.621886,4号线/龙华线,深圳
上塘,BV10249885,shang tang,114.012808,22.637134,4号线/龙华线,深圳
龙胜,BV10249981,long sheng,114.012010,22.644739,4号线/龙华线,深圳
龙华,BV10249980,long hua,114.022419,22.651629,4号线/龙华线,深圳
清湖,BV10249979,QingHu,114.036538,22.664085,4号线/龙华线,深圳
清湖北,BV10877299,Qing HuBei,114.040417,22.672087,4号线/龙华线,深圳
竹村,BV10877294,ZhuCun,114.040309,22.686728,4号线/龙华线,深圳
茜坑,BV10877293,QianKeng,114.041087,22.697256,4号线/龙华线,深圳
长湖,BV10877296,ChangHu,114.044796,22.710764,4号线/龙华线,深圳
观澜,BV10877297,GuanLan,114.054771,22.715172,4号线/龙华线,深圳
松元厦,BV10877295,SongYuanXia,114.064878,22.720557,4号线/龙华线,深圳
观澜湖,BV10877300,GuanLanHu,114.076271,22.721616,4号线/龙华线,深圳
牛湖,BV10877298,NiuHu,114.089254,22.724608,4号线/龙华线,深圳
赤湾,BV10249984,ChiWan,113.897525,22.479227,5号线/环中线,深圳
荔湾,BV10868017,LiWan,113.893485,22.497821,5号线/环中线,深圳
铁路公园,BV10868018,TieLu GongYuan,113.889969,22.502908,5号线/环中线,深圳
妈湾,BV10868015,MaWan,113.885929,22.507904,5号线/环中线,深圳
前湾公园,BV10868014,QianWan GongYuan,113.889552,22.516108,5号线/环中线,深圳
前湾,BV10724147,QianWan,113.895809,22.522332,5号线/环中线,深圳
桂湾,BV10868016,GuiWan,113.897944,22.532358,5号线/环中线,深圳
前海湾,BV10249931,Qian HaiWan,113.897932,22.537121,5号线/环中线,深圳
临海,BV10249949,lin hai,113.889323,22.544160,5号线/环中线,深圳
宝华,BV10249948,bao hua,113.885090,22.549635,5号线/环中线,深圳
宝安中心,BV10249947,bao an zhong xin,113.887233,22.554575,5号线/环中线,深圳
翻身,BV10249946,fan shen,113.893232,22.559690,5号线/环中线,深圳
灵芝,BV10249853,ling zhi,113.904158,22.568964,5号线/环中线,深圳
洪浪北,BV10249945,hong lang bei,113.910585,22.574543,5号线/环中线,深圳
兴东,BV10249944,xing dong,113.919013,22.581822,5号线/环中线,深圳
留仙洞,BV10243933,liu xian dong,113.943543,22.580534,5号线/环中线,深圳
西丽,BV10249901,xi li,113.954396,22.580677,5号线/环中线,深圳
大学城,BV10249943,da xue cheng,113.965307,22.581946,5号线/环中线,深圳
塘朗,BV10249942,tang lang,113.999666,22.590097,5号线/环中线,深圳
长岭陂,BV10249941,chang ling bei,114.010275,22.599395,5号线/环中线,深圳
深圳北站,BV10244305,ShenZhen BeiZhan,114.030298,22.610496,5号线/环中线,深圳
民治,BV10249940,min zhi,114.040850,22.617545,5号线/环中线,深圳
五和,BV10249939,WuHe,114.060681,22.626833,5号线/环中线,深圳
坂田,BV10249938,ban tian,114.070852,22.627483,5号线/环中线,深圳
杨美,BV10249937,yang mei,114.079975,22.626777,5号线/环中线,深圳
上水径,BV10244202,shang shui jing,114.105337,22.622046,5号线/环中线,深圳
下水径,BV10244199,xia shui jing,114.110662,22.614833,5号线/环中线,深圳
长龙,BV10249936,chang long,114.113825,22.608053,5号线/环中线,深圳
布吉,BV10249935,bu ji,114.121571,22.601765,5号线/环中线,深圳
百鸽笼,BV10247063,bai ge long,114.130380,22.595442,5号线/环中线,深圳
布心,BV10249934,bu xin,114.138045,22.580986,5号线/环中线,深圳
太安,BV10249913,tai an,114.137119,22.573466,5号线/环中线,深圳
怡景,BV10249933,yi jing,114.140115,22.555856,5号线/环中线,深圳
黄贝岭,BV10243876,HuangBeiLing,114.136332,22.546095,5号线/环中线,深圳
松岗,BV10242465,SongGang,113.829631,22.772271,6号线,深圳
溪头,BV10527870,XiTou,113.83765,22.774648,6号线,深圳
松岗公园,BV10249897,SongGang GongYuan,113.84831,22.77792,6号线,深圳
薯田埔,BV10527879,ShuTianPu,113.867694,22.780928,6号线,深圳
合水口,BV10527869,HeShuiKou,113.880928,22.78161,6号线,深圳
公明广场,BV10249894,GongMing GuangChang,113.891407,22.777428,6号线,深圳
红花山,BV10527872,Hong HuaShan,113.907292,22.777684,6号线,深圳
楼村,BV10527868,LouCun,113.923407,22.77591,6号线,深圳
科学公园,BV10527873,KeXue GongYuan,113.934115,22.777469,6号线,深圳
光明,BV10527871,GuangMing,113.945166,22.772506,6号线,深圳
光明大街,BV10895876,GuangMing DaJie,113.942714,22.761965,6号线,深圳
凤凰城,BV10527878,FengHuangCheng,113.932831,22.747433,6号线,深圳
长圳,BV10527877,ChangZhen,113.930926,22.726332,6号线,深圳
上屋,BV10527880,ShangWu,113.938536,22.689097,6号线,深圳
官田,BV10527867,GuanTian,113.949663,22.683253,6号线,深圳
阳台山东,BV10527881,YangTai ShanDong,113.991785,22.668097,6号线,深圳
元芬,BV10527874,YuanFen,114.005138,22.656327,6号线,深圳
上芬,BV10527875,ShangFen,114.016637,22.640394,6号线,深圳
红山,BV10249884,HongShan,114.023465,22.621886,6号线,深圳
深圳北站,BV10244305,ShenZhen BeiZhan,114.030298,22.610496,6号线,深圳
梅林关,BV10793830,MeiLin Guan,114.05319,22.594524,6号线,深圳
翰岭,BV10793829,HanLing,114.068894,22.574179,6号线,深圳
银湖,BV10249923,YinHu,114.089851,22.568308,6号线,深圳
八卦岭,BV10245836,BaGuaLing,114.094649,22.561941,6号线,深圳
体育中心,BV10879919,TiYuZhongXin,114.096104,22.554673,6号线,深圳
通新岭,BV10249965,TongXinLing,114.096273,22.549126,6号线,深圳
科学馆,BV10245558,KeXueGuan,114.095173,22.540618,6号线,深圳
西丽湖,BV10602481,xi li hu,113.965648,22.593567,7号线/西丽线,深圳
西丽,BV10249901,xi li,113.954396,22.580677,7号线/西丽线,深圳
茶光,BV10602479,cha guang,113.954311,22.574138,7号线/西丽线,深圳
珠光,BV10249902,zhu guang,113.960559,22.568270,7号线/西丽线,深圳
龙井,BV10249903,long jing,113.974687,22.564010,7号线/西丽线,深圳
桃源村,BV10243793,tao yuan cun,113.981962,22.559900,7号线/西丽线,深圳
深云,BV10602474,shen yun,113.993727,22.556537,7号线/西丽线,深圳
安托山,BV10249904,AnTuoShan,114.006236,22.548785,7号线/西丽线,深圳
农林,BV10602478,nong lin,114.018135,22.540411,7号线/西丽线,深圳
车公庙,BV10249928,che gong miao,114.025830,22.536247,7号线/西丽线,深圳
上沙,BV10243496,shang sha,114.035504,22.524612,7号线/西丽线,深圳
沙尾,BV10585815,sha wei,114.042579,22.520798,7号线/西丽线,深圳
石厦,BV10243850,shi sha,114.053616,22.523708,7号线/西丽线,深圳
皇岗村,BV10602483,huang gang cun,114.059823,22.523138,7号线/西丽线,深圳
福民,BV10249907,FuMin,114.065915,22.523226,7号线/西丽线,深圳
皇岗口岸,BV10243619,huang gang kou an,114.073972,22.521799,7号线/西丽线,深圳
赤尾,BV10249908,chi wei,114.083598,22.531374,7号线/西丽线,深圳
华强南,BV10602476,hua qiang nan,114.086825,22.537214,7号线/西丽线,深圳
华强北,BV10243650,HuaQiang Bei,114.085413,22.544441,7号线/西丽线,深圳
华新,BV10249910,hua xin,114.086654,22.548981,7号线/西丽线,深圳
黄木岗,BV10602475,huang mu gang,114.087280,22.555843,7号线/西丽线,深圳
八卦岭,BV10245836,BaGuaLing,114.094649,22.561941,7号线/西丽线,深圳
红岭北,BV10447622,hong ling bei,114.104315,22.562030,7号线/西丽线,深圳
笋岗,BV10602482,sun gang,114.111295,22.563406,7号线/西丽线,深圳
洪湖,BV10602477,hong hu,114.122465,22.566056,7号线/西丽线,深圳
田贝,BV10246144,tian bei,114.130052,22.567280,7号线/西丽线,深圳
太安,BV10249913,tai an,114.137119,22.573466,7号线/西丽线,深圳
前湾,BV10724147,QianWan,113.895809,22.522332,9号线/梅林线,深圳
梦海,BV11291532,MengHai,113.898806,22.518925,9号线/梅林线,深圳
怡海,BV11291531,YiHai,113.903758,22.514933,9号线/梅林线,深圳
荔林,BV11291533,LiLin,113.913128,22.511903,9号线/梅林线,深圳
南油西,BV11291529,NanYouXi,113.918402,22.509074,9号线/梅林线,深圳
南油,BV10724148,NanYou,113.925664,22.509981,9号线/梅林线,深圳
南山书城,BV11291534,NanShan ShuCheng,113.928657,22.519355,9号线/梅林线,深圳
深大南,BV11291530,Shen DaNan,113.935675,22.526016,9号线/梅林线,深圳
粤海门,BV10724144,YueHaiMen,113.945531,22.532695,9号线/梅林线,深圳
高新南,BV11291528,GaoXin Nan,113.950079,22.532797,9号线/梅林线,深圳
红树湾南,BV10729670,hong shu wan nan,113.971433,22.523023,9号线/梅林线,深圳
深湾,BV10447621,shen wan,113.978620,22.523078,9号线/梅林线,深圳
深圳湾公园,BV10447620,shen zhen wan gong yuan,113.993114,22.521591,9号线/梅林线,深圳
下沙,BV10447625,xia sha,114.024334,22.528900,9号线/梅林线,深圳
车公庙,BV10249928,che gong miao,114.025830,22.536247,9号线/梅林线,深圳
香梅,BV10249927,xiang mei,114.039683,22.545356,9号线/梅林线,深圳
景田,BV10249926,JingTian,114.043343,22.553419,9号线/梅林线,深圳
梅景,BV10447619,mei jing,114.037934,22.561028,9号线/梅林线,深圳
下梅林,BV10447624,xia mei lin,114.041768,22.565672,9号线/梅林线,深圳
梅村,BV10447616,mei cun,114.052423,22.568443,9号线/梅林线,深圳
上梅林,BV10243815,shang mei lin,114.059440,22.570462,9号线/梅林线,深圳
孖岭,BV10447623,MaLing,114.067778,22.568458,9号线/梅林线,深圳
银湖,BV10249923,YinHu,114.089851,22.568308,9号线/梅林线,深圳
泥岗,BV10447617,ni gang,114.097634,22.567804,9号线/梅林线,深圳
红岭北,BV10447622,hong ling bei,114.104315,22.562030,9号线/梅林线,深圳
园岭,BV10249922,yuan ling,114.104497,22.556288,9号线/梅林线,深圳
红岭,BV10249921,hong ling,114.104584,22.548380,9号线/梅林线,深圳
红岭南,BV10738554,hong ling nan,114.104749,22.539943,9号线/梅林线,深圳
鹿丹村,BV10243878,lu dan cun,114.108625,22.535708,9号线/梅林线,深圳
人民南,BV10447615,ren min nan,114.118154,22.535514,9号线/梅林线,深圳
向西村,BV10447618,xiang xi cun,114.125767,22.539792,9号线/梅林线,深圳
文锦,BV10447626,wen jin,114.130962,22.542259,9号线/梅林线,深圳
双拥街,BV10672433,ShuangYong Jie,114.132978,22.698648,10号线,深圳
平湖,BV10672444,PingHu,114.125805,22.69367,10号线,深圳
禾花,BV10672440,HeHua,114.121064,22.686028,10号线,深圳
华南城,BV10672443,HuaNanCheng,114.12225,22.675974,10号线,深圳
木古,BV10672432,MuGu,114.122502,22.669328,10号线,深圳
上李朗,BV10895880,ShangLiLang,114.127071,22.654048,10号线,深圳
凉帽山,BV10672446,LiangMao Shan,114.118964,22.646323,10号线,深圳
甘坑,BV10672437,GanKeng,114.105826,22.647828,10号线,深圳
雪象,BV10672442,XueXiang,114.078964,22.656909,10号线,深圳
岗头,BV10672435,GangTou,114.071895,22.657067,10号线,深圳
华为,BV10672431,HuaWei,114.067171,22.650445,10号线,深圳
贝尔路,BV10672439,BeiEr Lu,114.066366,22.641719,10号线,深圳
坂田北,BV10672436,Ban TianBei,114.063369,22.634919,10号线,深圳
五和,BV10249939,WuHe,114.060681,22.626833,10号线,深圳
光雅园,BV10672441,GuangYaYuan,114.060892,22.616397,10号线,深圳
南坑,BV10700463,NanKeng,114.060546,22.610894,10号线,深圳
雅宝,BV10672445,YaBao,114.060309,22.604541,10号线,深圳
孖岭,BV10447623,MaLing,114.067778,22.568458,10号线,深圳
冬瓜岭,BV10672438,DongGuaLing,114.067592,22.560437,10号线,深圳
莲花村,BV10249966,LianHuaCun,114.067829,22.548646,10号线,深圳
岗厦,BV10243519,GangXia,114.068190,22.534854,10号线,深圳
福民,BV10249907,FuMin,114.065915,22.523226,10号线,深圳
福田口岸,BV10243512,FuTian KouAn,114.067321,22.516887,10号线,深圳
碧头,BV10527861,bi tou,113.819959,22.784486,11号线/机场线,深圳
松岗,BV10242465,SongGang,113.829631,22.772271,11号线/机场线,深圳
后亭,BV10527863,hou ting,113.826874,22.752625,11号线/机场线,深圳
沙井,BV10527866,sha jing,113.824434,22.730849,11号线/机场线,深圳
马安山,BV10729454,ma an shan,113.817005,22.716998,11号线/机场线,深圳
塘尾,BV10527860,tang wei,113.817878,22.702075,11号线/机场线,深圳
桥头,BV10527858,qiao tou,113.811001,22.688133,11号线/机场线,深圳
福永,BV10249452,fu yong,113.806076,22.673562,11号线/机场线,深圳
机场北,BV10680166,ji chang bei,113.798179,22.651128,11号线/机场线,深圳
机场,BV10527864,ji chang,113.813663,22.624026,11号线/机场线,深圳
碧海湾,BV10527859,bi hai wan,113.856093,22.575073,11号线/机场线,深圳
宝安,BV10527865,bao an,113.880396,22.554590,11号线/机场线,深圳
前海湾,BV10249931,Qian HaiWan,113.897932,22.537121,11号线/机场线,深圳
南山,BV10244676,nan shan,113.923596,22.524022,11号线/机场线,深圳
后海,BV10249990,HouHai,113.942498,22.518422,11号线/机场线,深圳
红树湾南,BV10729670,hong shu wan nan,113.971433,22.523023,11号线/机场线,深圳
车公庙,BV10249928,che gong miao,114.025830,22.536247,11号线/机场线,深圳
福田,BV10249929,FuTian,114.052879,22.540087,11号线/机场线,深圳
汉口北,BV10060938,han kou bei,114.329481,30.711953,1号线,武汉
滠口新城,BV10060937,she kou xin cheng,114.342372,30.684553,1号线,武汉
滕子岗,BV10060936,teng zi gang,114.341474,30.674527,1号线,武汉
堤角,BV10060935,di jiao,114.338273,30.665863,1号线,武汉
新荣,BV10060934,xin rong,114.334533,30.655893,1号线,武汉
丹水池,BV10060933,dan shui chi,114.330017,30.643386,1号线,武汉
徐州新村,BV10060932,xu zhou xin cun,114.322936,30.631171,1号线,武汉
二七路,BV10420613,er qi lu,114.318749,30.625032,1号线,武汉
头道街,BV10060931,tou dao jie,114.313923,30.617818,1号线,武汉
黄浦路,BV10060930,huang pu lu,114.308156,30.608404,1号线,武汉
三阳路,BV10057861,san yang lu,114.301348,30.598718,1号线,武汉
大智路,BV10057868,da zhi lu,114.295038,30.592581,1号线,武汉
循礼门,BV10060903,xun li men,114.285992,30.585234,1号线,武汉
友谊路,BV10057864,YouYi Lu,114.278415,30.580865,1号线,武汉
利济北路,BV10058518,li ji bei lu,114.270119,30.577433,1号线,武汉
崇仁路,BV10060929,chong ren lu,114.261901,30.573909,1号线,武汉
硚口路,BV10060928,? kou lu,114.250444,30.571547,1号线,武汉
太平洋,BV10060927,TaiPingYang,114.240741,30.574025,1号线,武汉
宗关,BV10060863,ZongGuan,114.224975,30.580306,1号线,武汉
汉西一路,BV10059569,HanXi YiLu,114.218822,30.585491,1号线,武汉
古田四路,BV10060926,GuTian Si Lu,114.211532,30.589347,1号线,武汉
古田三路,BV10060925,gu tian san lu,114.204740,30.593382,1号线,武汉
古田二路,BV10060924,gu tian er lu,114.196667,30.597536,1号线,武汉
古田一路,BV10060923,gu tian yi lu,114.183062,30.604521,1号线,武汉
舵落口,BV10060922,duo luo kou,114.169464,30.609907,1号线,武汉
竹叶海,BV10060921,zhu ye hai,114.163868,30.615064,1号线,武汉
额头湾,BV10060920,e tou wan,114.155941,30.618460,1号线,武汉
五环大道,BV10058111,wu huan da dao,114.138907,30.617699,1号线,武汉
东吴大道,BV10058113,dong wu da dao,114.128567,30.624968,1号线,武汉
码头潭公园,BV10854640,ma tou tan gong yuan,114.123644,30.631684,1号线,武汉
三店,BV10854639,san dian,114.120804,30.649056,1号线,武汉
径河,BV10854641,jing he,114.120828,30.659055,1号线,武汉
佛祖岭,BV10890079,fo zu ling,114.439777,30.438671,2号线,武汉
藏龙东街,BV10890078,cang long dong jie,114.429655,30.437026,2号线,武汉
秀湖,BV10890081,xiu hu,114.421034,30.447747,2号线,武汉
金融港北,BV10890077,jin rong gang bei,114.420416,30.461963,2号线,武汉
黄龙山路,BV10890083,huang long shan lu,114.429936,30.477465,2号线,武汉
武汉东站,BV11472570,WuHan DongZhan,114.431755,30.486956,2号线,武汉
佳园路,BV10890082,jia yuan lu,114.430905,30.500021,2号线,武汉
光谷大道,BV10890080,guang gu da dao,114.423817,30.506535,2号线,武汉
华中科技大学,BV10890084,hua zhong ke ji da xue,114.414237,30.507410,2号线,武汉
珞雄路,BV10890085,luo xiong lu,114.404837,30.506941,2号线,武汉
光谷广场,BV10060895,guang gu guang chang,114.397169,30.505760,2号线,武汉
杨家湾,BV10060896,yang jia wan,114.382732,30.505122,2号线,武汉
虎泉,BV10060897,hu quan,114.370478,30.512359,2号线,武汉
广埠屯,BV10057875,guang bu tun,114.364207,30.522437,2号线,武汉
街道口,BV10057878,JieDao Kou,114.353503,30.526597,2号线,武汉
宝通寺,BV10060898,bao tong si,114.341206,30.530349,2号线,武汉
中南路,BV10057882,zhong nan lu,114.332959,30.537528,2号线,武汉
洪山广场,BV10060899,hong shan guang chang,114.336354,30.545298,2号线,武汉
小龟山,BV10060900,xiao gui shan,114.326520,30.551108,2号线,武汉
螃蟹岬,BV10060901,pang xie jia,114.317476,30.553333,2号线,武汉
积玉桥,BV10060902,JiYuQiao,114.308681,30.561286,2号线,武汉
江汉路,BV10060884,jiang han lu,114.292306,30.579581,2号线,武汉
循礼门,BV10060903,xun li men,114.285992,30.585234,2号线,武汉
中山公园,BV10060904,ZhongShan GongYuan,114.272845,30.581962,2号线,武汉
青年路,BV10057867,QingNian Lu,114.264757,30.585762,2号线,武汉
王家墩东,BV10060905,wang jia dun dong,114.263288,30.594245,2号线,武汉
范湖,BV10060859,fan hu,114.261086,30.607717,2号线,武汉
汉口火车站,BV10057987,HanKou HuoCheZhan,114.254961,30.615485,2号线,武汉
长港路,BV10060906,ChangGang Lu,114.246021,30.627168,2号线,武汉
常青花园,BV10060890,chang qing hua yuan,114.242435,30.640564,2号线,武汉
金银潭,BV10060907,jin yin tan,114.242807,30.650412,2号线,武汉
常青城,BV10807916,chang qing cheng,114.255060,30.658775,2号线,武汉
宏图大道,BV10060849,hong tu da dao,114.277759,30.670353,2号线,武汉
盘龙城,BV10807915,pan long cheng,114.259544,30.700235,2号线,武汉
巨龙大道,BV10807913,ju long da dao,114.253845,30.711596,2号线,武汉
宋家岗,BV10807917,song jia gang,114.237299,30.723137,2号线,武汉
航空总部,BV10807914,hang kong zong bu,114.227261,30.732481,2号线,武汉
天河机场,BV10807912,tian he ji chang,114.216618,30.770624,2号线,武汉
沌阳大道,BV10060872,dun yang da dao,114.157139,30.489376,3号线,武汉
东风公司,BV10570861,dong feng gong si,114.166088,30.500107,3号线,武汉
体育中心,BV10570870,TiYuZhongXin,114.170981,30.506039,3号线,武汉
三角湖,BV10060869,san jiao hu,114.179686,30.516507,3号线,武汉
汉阳客运站,BV10633437,han yang ke yun zhan,114.189054,30.527803,3号线,武汉
四新大道,BV10060867,si xin da dao,114.194631,30.535228,3号线,武汉
陶家岭,BV10570863,tao jia ling,114.201851,30.545591,3号线,武汉
龙阳村,BV10570867,long yang cun,114.206329,30.552879,3号线,武汉
王家湾,BV10060864,wang jia wan,114.210348,30.562121,3号线,武汉
宗关,BV10060863,ZongGuan,114.224975,30.580306,3号线,武汉
双墩,BV10060862,shuang dun,114.232026,30.586660,3号线,武汉
武汉商务区,BV10570865,wu han shang wu qu,114.246879,30.597587,3号线,武汉
云飞路,BV10570869,yun fei lu,114.252144,30.605164,3号线,武汉
范湖,BV10060859,fan hu,114.261086,30.607717,3号线,武汉
菱角湖,BV10570866,ling jiao hu,114.275790,30.604121,3号线,武汉
香港路,BV10060857,xiang gang lu,114.284769,30.605235,3号线,武汉
惠济二路,BV10060856,hui ji er lu,114.291463,30.612937,3号线,武汉
赵家条,BV10060855,zhao jia tiao,114.297076,30.617866,3号线,武汉
罗家庄,BV10060854,luo jia zhuang,114.303976,30.623628,3号线,武汉
二七小路,BV10570862,er qi xiao lu,114.307806,30.628847,3号线,武汉
兴业路,BV10060851,xing ye lu,114.304220,30.641133,3号线,武汉
后湖大道,BV10060850,hou hu da dao,114.304127,30.650284,3号线,武汉
市民之家,BV10570864,shi min zhi jia,114.296806,30.661297,3号线,武汉
宏图大道,BV10060849,hong tu da dao,114.277759,30.670353,3号线,武汉
柏林,BV10856744,BoLin,113.994891,30.582229,4号线,武汉
新庙村,BV10856741,XinMiaoCun,114.009379,30.579826,4号线,武汉
临嶂大道,BV10856747,LinZhang DaDao,114.028590,30.571790,4号线,武汉
蔡甸广场,BV10856746,CaiDian GuangChang,114.041735,30.573054,4号线,武汉
凤凰路,BV10856742,FengHuang Lu,114.060324,30.563412,4号线,武汉
新农,BV10856745,XinNong,114.074791,30.560522,4号线,武汉
知音,BV10856743,ZhiYin,114.091765,30.556845,4号线,武汉
集贤,BV10856749,JiXian,114.112285,30.550087,4号线,武汉
新天,BV10856748,XinTian,114.126339,30.552199,4号线,武汉
黄金口,BV10060919,HuangJinKou,114.145387,30.564055,4号线,武汉
孟家铺,BV10060918,MengJiaPu,114.173901,30.564990,4号线,武汉
永安堂,BV10060917,YongAnTang,114.188919,30.566446,4号线,武汉
