站点名称,POI编号,拼音名称,gd经度,gd纬度,路线名称,城市名称
玉龙路,BV10417325,YuLong Lu,114.201403,30.564519,4号线,武汉
王家湾,BV10060864,wang jia wan,114.210348,30.562121,4号线,武汉
十里铺,BV10417326,shi li pu,114.219444,30.559320,4号线,武汉
七里庙,BV10060914,qi li miao,114.231208,30.556688,4号线,武汉
五里墩,BV10060913,WuLiDun,114.241105,30.553977,4号线,武汉
汉阳火车站,BV10060912,han yang huo che zhan,114.252849,30.551732,4号线,武汉
钟家村,BV10060881,zhong jia cun,114.266158,30.549283,4号线,武汉
拦江路,BV10060911,lan jiang lu,114.269012,30.542917,4号线,武汉
复兴路,BV10060910,fu xing lu,114.301225,30.534309,4号线,武汉
首义路,BV10060909,shou yi lu,114.308531,30.533612,4号线,武汉
武昌火车站,BV10060908,wu chang huo che zhan,114.316449,30.530624,4号线,武汉
梅苑小区,BV10060939,mei yuan xiao qu,114.326149,30.530916,4号线,武汉
中南路,BV10057882,zhong nan lu,114.332959,30.537528,4号线,武汉
洪山广场,BV10060899,hong shan guang chang,114.336354,30.545298,4号线,武汉
楚河汉街,BV10060940,chu he han jie,114.341415,30.553848,4号线,武汉
青鱼嘴,BV10057887,qing yu zui,114.349884,30.563720,4号线,武汉
东亭,BV10057890,dong ting,114.355809,30.570267,4号线,武汉
岳家嘴,BV10057892,yue jia zui,114.362010,30.577109,4号线,武汉
铁机路,BV10060941,tie ji lu,114.368895,30.583897,4号线,武汉
罗家港,BV10060942,luo jia gang,114.371540,30.592800,4号线,武汉
园林路,BV10060943,yuan lin lu,114.378123,30.600224,4号线,武汉
仁和路,BV10060944,ren he lu,114.389090,30.605179,4号线,武汉
工业四路,BV10060945,gong ye si lu,114.405848,30.607996,4号线,武汉
杨春湖,BV10060946,yang chun hu,114.416353,30.605300,4号线,武汉
武汉火车站,BV10058420,wu han huo che zhan,114.424376,30.607375,4号线,武汉
金银湖公园,BV10570921,jin yin hu gong yuan,114.180894,30.636899,6号线,武汉
金银湖,BV10570923,JinYinHu,114.204948,30.639308,6号线,武汉
园博园北,BV10565826,YuanBoYuanBei,114.222603,30.637990,6号线,武汉
轻工大学,BV10570925,QingGong DaXue,114.234406,30.639680,6号线,武汉
常青花园,BV10060890,chang qing hua yuan,114.242435,30.640564,6号线,武汉
杨汊湖,BV10060889,YangChaHu,114.261081,30.635814,6号线,武汉
石桥,BV10060888,ShiQiao,114.265265,30.630637,6号线,武汉
唐家墩,BV10060887,TangJiaDun,114.271276,30.617653,6号线,武汉
三眼桥,BV10570924,SanYanQiao,114.275743,30.610324,6号线,武汉
香港路,BV10060857,xiang gang lu,114.284769,30.605235,6号线,武汉
苗栗路,BV10060885,miao li lu,114.289952,30.598804,6号线,武汉
大智路,BV10057868,da zhi lu,114.295038,30.592581,6号线,武汉
江汉路,BV10060884,jiang han lu,114.292306,30.579581,6号线,武汉
六渡桥,BV10570927,liu du qiao,114.284270,30.574991,6号线,武汉
汉正街,BV10060883,han zheng jie,114.274677,30.571218,6号线,武汉
武胜路,BV10060882,wu sheng lu,114.268958,30.569459,6号线,武汉
琴台,BV10060779,qin tai,114.266282,30.557559,6号线,武汉
钟家村,BV10060881,zhong jia cun,114.266158,30.549283,6号线,武汉
马鹦路,BV10060880,ma ying lu,114.266799,30.537882,6号线,武汉
建港,BV10570922,jian gang,114.259685,30.526609,6号线,武汉
前进村,BV10060878,qian jin cun,114.253366,30.520144,6号线,武汉
国博中心北,BV10060877,guo bo zhong xin bei,114.242654,30.510581,6号线,武汉
国博中心南,BV10570926,guo bo zhong xin nan,114.236099,30.506042,6号线,武汉
老关村,BV10060875,lao guan cun,114.225927,30.492907,6号线,武汉
江城大道,BV10060874,jiang cheng da dao,114.202216,30.496388,6号线,武汉
车城东路,BV10060873,che cheng dong lu,114.179988,30.495551,6号线,武汉
东风公司,BV10570861,dong feng gong si,114.166088,30.500107,6号线,武汉
园博园北,BV10565826,YuanBoYuanBei,114.222603,30.637990,7号线,武汉
园博园,BV10575223,yuan bo yuan,114.225873,30.618327,7号线,武汉
常码头,BV10575216,chang ma tou,114.234790,30.604632,7号线,武汉
武汉商务区,BV10570865,wu han shang wu qu,114.246879,30.597587,7号线,武汉
王家墩东,BV10060905,wang jia dun dong,114.263288,30.594245,7号线,武汉
取水楼,BV10575214,qu shui lou,114.274655,30.597634,7号线,武汉
香港路,BV10060857,xiang gang lu,114.284769,30.605235,7号线,武汉
三阳路,BV10057861,san yang lu,114.301348,30.598718,7号线,武汉
徐家棚(7号线),BV11306980,XuJiaPeng (7 Hao Xian),114.332095,30.588494,7号线,武汉
湖北大学,BV10575219,hu bei da xue,114.329470,30.577805,7号线,武汉
新河街,BV10575215,xin he jie,114.317111,30.562560,7号线,武汉
螃蟹岬,BV10060901,pang xie jia,114.317476,30.553333,7号线,武汉
小东门,BV10575221,xiao dong men,114.318461,30.545012,7号线,武汉
武昌火车站,BV10060908,wu chang huo che zhan,114.316449,30.530624,7号线,武汉
瑞安街,BV10575212,rui an jie,114.314257,30.516522,7号线,武汉
建安街,BV10575213,jian an jie,114.313759,30.504025,7号线,武汉
湖工大,BV10575220,hu gong da,114.313384,30.483656,7号线,武汉
板桥,BV10575210,ban qiao,114.313464,30.474294,7号线,武汉
野芷湖,BV10575222,YeZhiHu,114.319502,30.460928,7号线,武汉
新路村,BV10877564,xin lu cun,114.318411,30.441596,7号线,武汉
大花岭,BV10877560,da hua ling,114.320107,30.412329,7号线,武汉
江夏客厅,BV10877561,jiang xia ke ting,114.321746,30.389156,7号线,武汉
谭鑫培公园,BV10877563,tan xin pei gong yuan,114.322041,30.370536,7号线,武汉
北华街,BV10877559,bei hua jie,114.323569,30.358100,7号线,武汉
纸坊大街,BV10877562,zhi fang da jie,114.324577,30.344775,7号线,武汉
青龙山地铁小镇,BV10877558,qing long shan di tie xiao zhen,114.334041,30.318800,7号线,武汉
金潭路,BV10575986,jin tan lu,114.284040,30.677200,8号线,武汉
宏图大道,BV10060849,hong tu da dao,114.277759,30.670353,8号线,武汉
塔子湖,BV10575984,ta zi hu,114.280364,30.652594,8号线,武汉
中一路,BV10904560,zhong yi lu,114.281162,30.639903,8号线,武汉
竹叶山,BV10575985,ZhuYe Shan,114.287104,30.625318,8号线,武汉
赵家条,BV10060855,zhao jia tiao,114.297076,30.617866,8号线,武汉
黄浦路,BV10060930,huang pu lu,114.308156,30.608404,8号线,武汉
徐家棚(8号线),BV11306979,XuJiaPeng (8 Hao Xian),114.335962,30.591942,8号线,武汉
徐东,BV10779795,xu dong,114.346233,30.587975,8号线,武汉
汪家墩,BV10575981,wang jia dun,114.350076,30.585167,8号线,武汉
岳家嘴,BV10057892,yue jia zui,114.362010,30.577109,8号线,武汉
梨园,BV10575987,li yuan,114.370081,30.574832,8号线,武汉
省博湖北日报,BV11475178,ShengBo HuBei RiBao,114.365294,30.564871,8号线,武汉
中南医院,BV11475172,ZhongNan YiYuan,114.357089,30.556807,8号线,武汉
水果湖,BV11475169,ShuiGuoHu,114.346346,30.551863,8号线,武汉
洪山路,BV11475174,HongShan Lu,114.343812,30.545492,8号线,武汉
小洪山,BV11475175,Xiao HongShan,114.352367,30.535610,8号线,武汉
街道口,BV10057878,JieDao Kou,114.353503,30.526597,8号线,武汉
马房山,BV10748886,Ma FangShan,114.350438,30.516234,8号线,武汉
文治街,BV11475168,WenZhi Jie,114.344226,30.499990,8号线,武汉
文昌路,BV11475173,WenChang Lu,114.329911,30.492013,8号线,武汉
省农科院,BV11475176,Sheng NongKeYuan,114.325808,30.481799,8号线,武汉
马湖,BV11475177,MaHu,114.325040,30.471754,8号线,武汉
野芷湖,BV10575222,YeZhiHu,114.319502,30.460928,8号线,武汉
黄家湖地铁小镇,BV11475170,HuangJiaHu DiTie XiaoZhen,114.298049,30.436741,8号线,武汉
军运村,BV11475171,JunYunCun,114.295024,30.427348,8号线,武汉
野芷湖,BV10575222,YeZhiHu,114.319502,30.460928,8号线三期,武汉
黄家湖地铁小镇,BV11236688,HuangJiaHu DiTie XiaoZhen,114.298049,30.436741,8号线三期,武汉
军运村,BV11236689,JunYunCun,114.295024,30.427348,8号线三期,武汉
武汉东站,BV11472570,WuHan DongZhan,114.431755,30.486956,11号线,武汉
湖口,BV10845601,hu kou,114.447126,30.488345,11号线,武汉
光谷同济医院,BV10845606,guang gu tong ji yi yuan,114.466409,30.485267,11号线,武汉
光谷生物园,BV10845607,guang gu sheng wu yuan,114.481231,30.487610,11号线,武汉
光谷四路,BV10845604,guang gu si lu,114.492018,30.489155,11号线,武汉
光谷五路,BV10845608,guang gu wu lu,114.502960,30.485103,11号线,武汉
光谷六路,BV10845598,guang gu liu lu,114.512862,30.485028,11号线,武汉
豹澥,BV10845605,bao ?,114.522905,30.488736,11号线,武汉
光谷七路,BV10845603,guang gu qi lu,114.534098,30.488447,11号线,武汉
长岭山,BV10845609,chang ling shan,114.563156,30.487628,11号线,武汉
未来一路,BV10845610,wei lai yi lu,114.585145,30.484577,11号线,武汉
未来三路,BV10845599,wei lai san lu,114.605998,30.486450,11号线,武汉
左岭,BV10845600,zuo ling,114.620698,30.487667,11号线,武汉
葛店南站,BV11310977,GeDian NanZhan,114.661069,30.489329,11号线,武汉
后湖大道,BV10060850,hou hu da dao,114.304127,30.650284,21号线(阳逻线),武汉
百步亭花园路,BV10859495,bai bu ting hua yuan lu,114.315485,30.654377,21号线(阳逻线),武汉
新荣客运站,BV10907533,xin rong ke yun zhan,114.332763,30.657595,21号线(阳逻线),武汉
幸福湾,BV10859492,xing fu wan,114.344101,30.672102,21号线(阳逻线),武汉
朱家河,BV10859482,zhu jia he,114.364654,30.680146,21号线(阳逻线),武汉
谌家矶,BV10859493,chen jia ji,114.373120,30.683869,21号线(阳逻线),武汉
青龙,BV10859485,qing long,114.390414,30.705460,21号线(阳逻线),武汉
高车,BV10859489,gao che,114.409040,30.713601,21号线(阳逻线),武汉
武湖,BV10859491,wu hu,114.429990,30.707017,21号线(阳逻线),武汉
沙口,BV10859483,sha kou,114.477733,30.709197,21号线(阳逻线),武汉
军民村,BV10859486,jun min cun,114.515236,30.709985,21号线(阳逻线),武汉
武生院,BV10859487,wu sheng yuan,114.525709,30.708536,21号线(阳逻线),武汉
阳逻,BV10859490,yang luo,114.553039,30.703571,21号线(阳逻线),武汉
阳逻开发区,BV10859494,YangLuo KaiFaQu,114.567772,30.701603,21号线(阳逻线),武汉
施岗,BV10859484,shi gang,114.600916,30.706234,21号线(阳逻线),武汉
金台,BV10859488,jin tai,114.619116,30.713671,21号线(阳逻线),武汉
刘园,BV10040578,liu yuan,117.115904,39.207953,1号线,天津
瑞景新苑,BV10040824,rui jing xin yuan,117.121860,39.200203,1号线,天津
佳园里,BV10045128,jia yuan li,117.128158,39.191974,1号线,天津
本溪路,BV10040573,ben xi lu,117.139463,39.185432,1号线,天津
勤俭道,BV10040246,qin jian dao,117.153675,39.178342,1号线,天津
洪湖里,BV10040793,hong hu li,117.161912,39.170889,1号线,天津
西站,BV10043783,xi zhan,117.166791,39.156971,1号线,天津
西北角,BV10040302,xi bei jiao,117.171661,39.146568,1号线,天津
西南角,BV10041177,xi nan jiao,117.171996,39.137364,1号线,天津
二纬路,BV10045180,er wei lu,117.174737,39.130318,1号线,天津
海光寺,BV10040424,hai guang si,117.177534,39.122349,1号线,天津
鞍山道,BV10040808,an shan dao,117.187336,39.120355,1号线,天津
营口道,BV10045173,ying kou dao,117.197685,39.118628,1号线,天津
小白楼,BV10041057,xiao bai lou,117.215406,39.114911,1号线,天津
下瓦房,BV10040802,xia wa fang,117.222893,39.105200,1号线,天津
南楼,BV10041198,nan lou,117.223877,39.095998,1号线,天津
土城,BV10040435,tu cheng,117.232283,39.089216,1号线,天津
陈塘庄,BV10045181,chen tang zhuang,117.248489,39.083497,1号线,天津
复兴门,BV10040437,fu xing men,117.260182,39.077205,1号线,天津
华山里,BV10045182,hua shan li,117.261895,39.066160,1号线,天津
财经大学,BV10041610,cai jing da xue,117.276919,39.063938,1号线,天津
双林,BV10045183,shuang lin,117.292143,39.057365,1号线,天津
李楼,BV10544486,li lou,117.317171,39.054449,1号线,天津
高庄子,BV11302693,GaoZhuangZi,117.360797,39.043101,1号线,天津
国家会展中心,BV11302695,GuoJia HuiZhan ZhongXin,117.383988,39.028975,1号线,天津
国瑞路,BV11302692,GuoRui Lu,117.390747,39.021933,1号线,天津
东沽路,BV10544492,DongGu Lu,117.408398,39.012409,1号线,天津
滨海国际机场,BV10045192,bin hai guo ji ji chang,117.362628,39.132116,2号线,天津
空港经济区,BV10041796,kong gang jing ji qu,117.335,39.1577,2号线,天津
国山路,BV10045191,guo shan lu,117.31,39.1541,2号线,天津
登州路,BV10045190,deng zhou lu,117.296,39.1505,2号线,天津
屿东城,BV10045189,yu dong cheng,117.28,39.1472,2号线,天津
翠阜新村,BV10040770,cui fu xin cun,117.258,39.144,2号线,天津
靖江路,BV10040568,jing jiang lu,117.244243,39.142520,2号线,天津
顺驰桥,BV10045188,shun chi qiao,117.234,39.1414,2号线,天津
远洋国际中心,BV10045187,yuan yang guo ji zhong xin,117.221,39.1365,2号线,天津
天津站,BV10040400,tian jin zhan,117.211693,39.137783,2号线,天津
建国道,BV10045186,jian guo dao,117.201,39.139,2号线,天津
东南角,BV10040681,dong nan jiao,117.190293,39.136881,2号线,天津
鼓楼,BV10040559,gu lou,117.181228,39.137127,2号线,天津
西南角,BV10041177,xi nan jiao,117.171996,39.137364,2号线,天津
广开四马路,BV10041973,guang kai si ma lu,117.162,39.1377,2号线,天津
长虹公园,BV10040946,chang hong gong yuan,117.149444,39.137806,2号线,天津
咸阳路,BV10041925,xian yang lu,117.135,39.1378,2号线,天津
芥园西道,BV10040821,jie yuan xi dao,117.12,39.1427,2号线,天津
卞兴,BV10045185,bian xing,117.109,39.1462,2号线,天津
曹庄,BV10045184,cao zhuang,117.090954,39.145700,2号线,天津
小淀,BV10041565,xiao dian,117.257642,39.239186,3号线,天津
丰产河,BV10045168,feng chan he,117.236020,39.238160,3号线,天津
华北集团,BV10045169,hua bei ji tuan,117.228,39.2276,3号线,天津
天士力,BV10040735,tian shi li,117.215,39.2059,3号线,天津
宜兴埠,BV10040722,yi xing bu,117.219,39.1976,3号线,天津
张兴庄,BV10040924,zhang xing zhuang,117.214820,39.191928,3号线,天津
铁东路,BV10045170,tie dong lu,117.207,39.1799,3号线,天津
北站,BV10040684,bei zhan,117.207438,39.166648,3号线,天津
中山路,BV10045171,zhong shan lu,117.206,39.1618,3号线,天津
金狮桥,BV10045172,jin shi qiao,117.208,39.1511,3号线,天津
天津站,BV10040400,tian jin zhan,117.211693,39.137783,3号线,天津
津湾广场,BV10044418,jin wan guang chang,117.208,39.132,3号线,天津
和平路,BV10040153,he ping lu,117.205,39.1269,3号线,天津
营口道,BV10045173,ying kou dao,117.197685,39.118628,3号线,天津
西康路,BV10040390,xi kang lu,117.188,39.1122,3号线,天津
吴家窑,BV10045174,wu jia yao,117.186,39.0998,3号线,天津
天塔,BV10040291,tian ta,117.178,39.0958,3号线,天津
周邓纪念馆,BV10041355,zhou deng ji nian guan,117.164,39.0927,3号线,天津
红旗南路,BV10045156,hong qi nan lu,117.148149,39.092757,3号线,天津
王顶堤,BV10041647,wang ding di,117.139,39.0921,3号线,天津
华苑,BV10045175,hua yuan,117.129,39.0872,3号线,天津
大学城,BV10040172,da xue cheng,117.112,39.0724,3号线,天津
高新区,BV10045176,gao xin qu,117.099,39.0719,3号线,天津
学府工业区,BV10045177,xue fu gong ye qu,117.079,39.0719,3号线,天津
杨伍庄,BV10045178,yang wu zhuang,117.07,39.0683,3号线,天津
南站,BV10045179,nan zhan,117.062101,39.057038,3号线,天津
中医一附院,BV10041240,zhong yi yi fu yuan,117.184741,39.046873,5号线,天津
昌凌路,BV10045143,chang ling lu,117.184775,39.056480,5号线,天津
凌宾路,BV10045142,ling bin lu,117.172010,39.068057,5号线,天津
体育中心,BV10042125,ti yu zhong xin,117.172458,39.074732,5号线,天津
肿瘤医院,BV10045141,zhong liu yi yuan,117.184469,39.078996,5号线,天津
天津宾馆,BV10040385,tian jin bin guan,117.198548,39.085330,5号线,天津
文化中心,BV10045140,wen hua zhong xin,117.206929,39.089878,5号线,天津
西南楼,BV10041184,xi nan lou,117.216060,39.095430,5号线,天津
下瓦房,BV10040802,xia wa fang,117.222893,39.105200,5号线,天津
直沽,BV10045139,zhi gu,117.233925,39.111012,5号线,天津
津塘路,BV10042156,jin tang lu,117.241396,39.116533,5号线,天津
成林道,BV10045125,cheng lin dao,117.245626,39.130300,5号线,天津
靖江路,BV10040568,jing jiang lu,117.244243,39.142520,5号线,天津
幸福公园,BV10045138,xing fu gong yuan,117.244190,39.154124,5号线,天津
月牙河,BV10042149,yue ya he,117.245788,39.164793,5号线,天津
金钟河大街,BV10040850,jin zhong he da jie,117.241892,39.172135,5号线,天津
建昌道,BV10040689,jian chang dao,117.234644,39.179628,5号线,天津
思源路,BV10045137,si yuan lu,117.227463,39.183388,5号线,天津
志成路,BV10045136,zhi cheng lu,117.219132,39.187116,5号线,天津
张兴庄,BV10040924,zhang xing zhuang,117.214820,39.191928,5号线,天津
宜兴埠北,BV10045135,yi xing bu bei,117.205425,39.203038,5号线,天津
辽河北道,BV10045134,liao he bei dao,117.200000,39.209751,5号线,天津
淮河道,BV10043079,huai he dao,117.192484,39.218578,5号线,天津
职业大学,BV10045133,zhi ye da xue,117.181972,39.231034,5号线,天津
北辰道,BV10045132,bei chen dao,117.173656,39.240641,5号线,天津
丹河北道,BV10045131,dan he bei dao,117.163651,39.252431,5号线,天津
北辰科技园北,BV10045130,bei chen ke ji yuan bei,117.149889,39.267876,5号线,天津
南孙庄,BV10711000,nan sun zhuang,117.318352,39.206528,6号线,天津
南何庄,BV10711010,nan he zhuang,117.291016,39.206352,6号线,天津
大毕庄,BV10711015,da bi zhuang,117.279144,39.202998,6号线,天津
金钟街,BV10711011,jin zhong jie,117.266101,39.199880,6号线,天津
徐庄子,BV10711009,xu zhuang zi,117.254154,39.190924,6号线,天津
金钟河大街,BV10040850,jin zhong he da jie,117.241892,39.172135,6号线,天津
民权门,BV10711006,min quan men,117.233382,39.168658,6号线,天津
北宁公园,BV10711014,bei ning gong yuan,117.223159,39.166274,6号线,天津
北站,BV10040684,bei zhan,117.207438,39.166648,6号线,天津
新开河,BV10711007,xin kai he,117.202847,39.168877,6号线,天津
外院附中,BV10710997,wai yuan fu zhong,117.191830,39.171266,6号线,天津
天泰路,BV10711016,tian tai lu,117.183317,39.168219,6号线,天津
北竹林,BV10711012,bei zhu lin,117.172709,39.160215,6号线,天津
西站,BV10043783,xi zhan,117.166791,39.156971,6号线,天津
复兴路,BV10710994,fu xing lu,117.157852,39.156157,6号线,天津
人民医院,BV10710999,ren min yi yuan,117.149712,39.147393,6号线,天津
长虹公园,BV10040946,chang hong gong yuan,117.149444,39.137806,6号线,天津
宜宾道,BV10045153,yi bin dao,117.149321,39.126417,6号线,天津
鞍山西道,BV10041251,an shan xi dao,117.149365,39.116530,6号线,天津
天拖,BV10045154,tian tuo,117.149438,39.109224,6号线,天津
